0.0	0.0	0.0	20.0	40.0	40.0	40.0	60.0	
0.0	0.0	0.0	18.0	36.0	36.0	54.0	74.0	
0.0	0.0	0.0	16.0	32.0	48.0	66.0	66.0	
12.5	23.75	33.75	56.5	92.0	114.25	119.25	123.0	
12.5	23.75	33.75	66.5	100.0	106.25	111.25	115.0	
0.0	0.0	10.0	32.0	42.0	42.0	42.0	42.0	
0.0	8.0	18.0	26.0	34.0	34.0	34.0	34.0	
6.0	14.0	14.0	20.0	26.0	26.0	26.0	26.0	
